,doi,title,pubDate,githubLink,fileName,issues_1,issues_2,issues_3
155,https://doi.org/10.1186/s12859-023-05483-x,Reply: Correspondence on NanoVar’s performance outlined by Jiang T. et al. in ‘Long-read sequencing settings for efficient structural variation detection based on comprehensive evaluation’,2023-09-20,https://github.com/SQLiu-youyou/The-commands-of-the-evaluation,,,,
156,https://doi.org/10.1186/s12859-023-05484-w,Correspondence on NanoVar’s performance outlined by Jiang T. et al. in “Long-read sequencing settings for efficient structural variation detection based on comprehensive evaluation”,2023-09-20,https://github.com/davidebolo1993/VISOR,,,,
157,https://doi.org/10.1186/s12859-023-05484-w,Correspondence on NanoVar’s performance outlined by Jiang T. et al. in “Long-read sequencing settings for efficient structural variation detection based on comprehensive evaluation”,2023-09-20,https://github.com/cytham/nv_benchmark_jiang,,,,
158,https://doi.org/10.1186/s12859-023-05484-w,Correspondence on NanoVar’s performance outlined by Jiang T. et al. in “Long-read sequencing settings for efficient structural variation detection based on comprehensive evaluation”,2023-09-20,https://github.com/SQLiu-youyou/The-commands-of-the-evaluation,,,,
159,https://doi.org/10.1186/s12859-023-05473-z,ECL 3.0: a sensitive peptide identification tool for cross-linking mass spectrometry data analysis,2023-09-20,https://github.com/yuweichuan/ECL-PF,,,,
160,https://doi.org/10.1186/s12859-023-05476-w,Bulk brain tissue cell-type deconvolution with bias correction for single-nuclei RNA sequencing data using DeTREM,2023-09-19,https://github.com/ellispatrick/CortexCellDeconv,,,,
161,https://doi.org/10.1186/s12859-023-05476-w,Bulk brain tissue cell-type deconvolution with bias correction for single-nuclei RNA sequencing data using DeTREM,2023-09-19,https://github.com/nkoneill/DeTREM,,,,
162,https://doi.org/10.1186/s12859-023-05485-9,Prediction of plant secondary metabolic pathways using deep transfer learning,2023-09-19,https://github.com/mwang87/NP-Classifier,,,,
163,https://doi.org/10.1186/s12859-023-05485-9,Prediction of plant secondary metabolic pathways using deep transfer learning,2023-09-19,https://github.com/ucasaccn/PSMPP,,,,
164,https://doi.org/10.1186/s12859-023-05481-z,An unsupervised deep learning framework for predicting human essential genes from population and functional genomic data,2023-09-18,https://github.com/yifei-lab/DeepLOF,,,,
165,https://doi.org/10.1186/s12859-023-05481-z,An unsupervised deep learning framework for predicting human essential genes from population and functional genomic data,2023-09-18,https://github.com/macarthur-lab/gene_lists,,,,
166,https://doi.org/10.1186/s12859-023-05481-z,An unsupervised deep learning framework for predicting human essential genes from population and functional genomic data,2023-09-18,https://github.com/macarthur-lab/gnomad_lof,,,,
167,https://doi.org/10.1186/s12859-023-05469-9,DeepCAC: a deep learning approach on DNA transcription factors classification based on multi-head self-attention and concatenate convolutional neural network,2023-09-18,https://github.com/p-koo/learning_sequence_motifs,,,,
168,https://doi.org/10.1186/s12859-023-05416-8,MAVEN: compound mechanism of action analysis and visualisation using transcriptomics and compound structure data in R/Shiny,2023-09-15,https://github.com/BenderGroup/PIDGINv4,,,,
169,https://doi.org/10.1186/s12859-023-05416-8,MAVEN: compound mechanism of action analysis and visualisation using transcriptomics and compound structure data in R/Shiny,2023-09-15,https://github.com/zachcp/chemdoodle,,,,
170,https://doi.org/10.1186/s12859-023-05416-8,MAVEN: compound mechanism of action analysis and visualisation using transcriptomics and compound structure data in R/Shiny,2023-09-15,https://github.com/saezlab/carnival,,,,
171,https://doi.org/10.1186/s12859-023-05416-8,MAVEN: compound mechanism of action analysis and visualisation using transcriptomics and compound structure data in R/Shiny,2023-09-15,https://github.com/saezlab/CARNIVAL,,,,
172,https://doi.org/10.1186/s12859-023-05416-8,MAVEN: compound mechanism of action analysis and visualisation using transcriptomics and compound structure data in R/Shiny,2023-09-15,https://github.com/saezlab/shinyfunki,,,,
173,https://doi.org/10.1186/s12859-023-05416-8,MAVEN: compound mechanism of action analysis and visualisation using transcriptomics and compound structure data in R/Shiny,2023-09-15,https://github.com/saezlab/transcriptutorial,,,,
174,https://doi.org/10.1186/s12859-023-05416-8,MAVEN: compound mechanism of action analysis and visualisation using transcriptomics and compound structure data in R/Shiny,2023-09-15,https://github.com/laylagerami/MAVEN,,,,
175,https://doi.org/10.1186/s12859-023-05471-1,Scellpam: an R package/C++ library to perform parallel partitioning around medoids on scRNAseq data sets,2023-09-14,https://github.com/JdMDE/ppamlib,,,,
176,https://doi.org/10.1186/s12859-023-05471-1,Scellpam: an R package/C++ library to perform parallel partitioning around medoids on scRNAseq data sets,2023-09-14,https://github.com/JdMDE/jmatlib,,,,
177,https://doi.org/10.1186/s12859-023-05445-3,A systematic comparison of human mitochondrial genome assembly tools,2023-09-13,https://github.com/MatteoSchiavinato/all2vcf,,,,
178,https://doi.org/10.1186/s12859-023-05445-3,A systematic comparison of human mitochondrial genome assembly tools,2023-09-13,https://github.com/Nirmal2310/Mitochondrial_Benchmarking_study,,,,
179,https://doi.org/10.1186/s12859-023-05461-3,"BiocMAP: a Bioconductor-friendly, GPU-accelerated pipeline for bisulfite-sequencing data",2023-09-13,https://github.com/dpryan79/MethylDackel,,,,
180,https://doi.org/10.1186/s12859-023-05461-3,"BiocMAP: a Bioconductor-friendly, GPU-accelerated pipeline for bisulfite-sequencing data",2023-09-13,https://github.com/theislab/zellkonverter,,,,
181,https://doi.org/10.1186/s12859-023-05461-3,"BiocMAP: a Bioconductor-friendly, GPU-accelerated pipeline for bisulfite-sequencing data",2023-09-13,https://github.com/LieberInstitute/BiocMAP,,,,
182,https://doi.org/10.1186/s12859-023-05455-1,Prediction of the effects of small molecules on the gut microbiome using machine learning method integrating with optimal molecular features,2023-09-12,https://github.com/rdkit/rdkit,,,,
183,https://doi.org/10.1186/s12859-023-05455-1,Prediction of the effects of small molecules on the gut microbiome using machine learning method integrating with optimal molecular features,2023-09-12,https://github.com/dmlc/xgboost,,,,
184,https://doi.org/10.1186/s12859-023-05466-y,"Rinmaker: a fast, versatile and reliable tool to determine residue interaction networks in proteins",2023-09-11,https://github.com/PDBeurope/arpeggio,,,,
185,https://doi.org/10.1186/s12859-023-05441-7,HMCDA: a novel method based on the heterogeneous graph neural network and metapath for circRNA-disease associations prediction,2023-09-11,https://github.com/shiyangl/HMCDA,,,,
186,https://doi.org/10.1186/s12859-023-05460-4,SubMDTA: drug target affinity prediction based on substructure extraction and multi-scale features,2023-09-07,https://github.com/1q84er/SubMDTA,,,,
187,https://doi.org/10.1186/s12859-023-05456-0,IHCP: interpretable hepatitis C prediction system based on black-box machine learning models,2023-09-06,https://github.com/giorgiovisani/LIME_stabilitly,,,,
188,https://doi.org/10.1186/s12859-023-05456-0,IHCP: interpretable hepatitis C prediction system based on black-box machine learning models,2023-09-06,https://github.com/XiqianLu/IHCP,,,,
189,https://doi.org/10.1186/s12859-023-05435-5,Automatically transferring supervised targets method for segmenting lung lesion regions with CT imaging,2023-09-04,https://github.com/JoHof/lungmask,,,,
190,https://doi.org/10.1186/s12859-023-05457-z,Acorn: an R package for de novo variant analysis,2023-09-02,https://github.com/TNTurnerLab/acorn,,,,
191,https://doi.org/10.1186/s12859-023-05439-1,Empirical evaluation of language modeling to ascertain cancer outcomes from clinical text reports,2023-09-02,https://github.com/marakeby/clinicalNLP2,,,,
192,https://doi.org/10.1186/s12859-023-05449-z,Galba: genome annotation with miniprot and AUGUSTUS,2023-08-31,https://github.com/gatech-genemark/EukSpecies-BRAKER2,,,,
193,https://doi.org/10.1186/s12859-023-05449-z,Galba: genome annotation with miniprot and AUGUSTUS,2023-08-31,https://github.com/gatech-genemark/BRAKER2-exp,,,,
194,https://doi.org/10.1186/s12859-023-05449-z,Galba: genome annotation with miniprot and AUGUSTUS,2023-08-31,https://github.com/gatech-genemark/GeneMark-ETP-exp,,,,
195,https://doi.org/10.1186/s12859-023-05449-z,Galba: genome annotation with miniprot and AUGUSTUS,2023-08-31,https://github.com/tomasbruna/orthodb-clades,,,,
196,https://doi.org/10.1186/s12859-023-05449-z,Galba: genome annotation with miniprot and AUGUSTUS,2023-08-31,https://github.com/nextgenusfs/funannotate,,,,
197,https://doi.org/10.1186/s12859-023-05449-z,Galba: genome annotation with miniprot and AUGUSTUS,2023-08-31,https://github.com/Gaius-Augustus/BRAKER,,,,
198,https://doi.org/10.1186/s12859-023-05449-z,Galba: genome annotation with miniprot and AUGUSTUS,2023-08-31,https://github.com/tomasbruna/miniprothint,,,,
199,https://doi.org/10.1186/s12859-023-05440-8,scSNPdemux: a sensitive demultiplexing pipeline using single nucleotide polymorphisms for improved pooled single-cell RNA sequencing analysis,2023-08-31,https://github.com/wkljohn/scSNPdemux,,,,
200,https://doi.org/10.1186/s12859-023-05453-3,EDST: a decision stump based ensemble algorithm for synergistic drug combination prediction,2023-08-29,https://github.com/chenjing13/EDST,,,,
201,https://doi.org/10.1186/s12859-023-05451-5,A knowledge graph approach to predict and interpret disease-causing gene interactions,2023-08-29,https://github.com/oligogenic/ARBOCK,,,,
202,https://doi.org/10.1186/s12859-023-05447-1,MCL-DTI: using drug multimodal information and bi-directional cross-attention learning method for predicting drug–target interaction,2023-08-26,https://github.com/wowowoj/MCL-DTI,,,,
203,https://doi.org/10.1186/s12859-023-05437-3,Haplotype based testing for a better understanding of the selective architecture,2023-08-26,https://github.com/xthchen/haplotest,,,,
204,https://doi.org/10.1186/s12859-023-05429-3,Predicting weighted unobserved nodes in a regulatory network using answer set programming,2023-08-25,https://github.com/soph-lebars/MajS,,,,
205,https://doi.org/10.1186/s12859-023-05429-3,Predicting weighted unobserved nodes in a regulatory network using answer set programming,2023-08-25,https://github.com/hyu-ub/prob_reg_net,,,,
206,https://doi.org/10.1186/s12859-023-05444-4,Sensitivity of CNN image analysis to multifaceted measurements of neurite growth,2023-08-24,https://github.com/Mullans/NeuriteNet,,,,
207,https://doi.org/10.1186/s12859-023-05432-8,iDESC: identifying differential expression in single-cell RNA sequencing data with multiple subjects,2023-08-22,https://github.com/yl883/iDESC,,,,
208,https://doi.org/10.1186/s12859-023-05419-5,RepBox: a toolbox for the identification of repetitive elements,2023-08-22,https://github.com/shelvasha/RepBox,,,,
209,https://doi.org/10.1186/s12859-023-05436-4,"BioLegato: a programmable, object-oriented graphic user interface",2023-08-21,https://github.com/bfristensky/BioLegato,,,,
210,https://doi.org/10.1186/s12859-023-05446-2,An adaptive multi-modal hybrid model for classifying thyroid nodules by combining ultrasound and infrared thermal images,2023-08-19,https://github.com/wuliZN2020/AmmH,,,,
211,https://doi.org/10.1186/s12859-023-05330-z,BaPreS: a software tool for predicting bacteriocins using an optimal set of features,2023-08-17,https://github.com/cuizhensdws/RWMSCNN,,,,
212,https://doi.org/10.1186/s12859-023-05330-z,BaPreS: a software tool for predicting bacteriocins using an optimal set of features,2023-08-17,https://github.com/suraiya14/BaPreS,,,,
213,https://doi.org/10.1186/s12859-023-05330-z,BaPreS: a software tool for predicting bacteriocins using an optimal set of features,2023-08-17,https://github.com/suraiya14/ML_bacteriocins,,,,
214,https://doi.org/10.1186/s12859-023-05433-7,ARCA: the interactive database for arbovirus reported cases in the Americas,2023-08-16,https://github.com/salemilab/ARCA,,,,
215,https://doi.org/10.1186/s12859-023-05424-8,An information-theoretic approach to single cell sequencing analysis,2023-08-12,https://github.com/mjcasy/scEC,,,,
216,https://doi.org/10.1186/s12859-023-05424-8,An information-theoretic approach to single cell sequencing analysis,2023-08-12,https://github.com/LuyiTian/sc_mixology,,,,
217,https://doi.org/10.1186/s12859-023-05428-4,estimateR: an R package to estimate and monitor the effective reproductive number,2023-08-11,https://github.com/epiforecasts/covid-rt-estimates,,,,
218,https://doi.org/10.1186/s12859-023-05428-4,estimateR: an R package to estimate and monitor the effective reproductive number,2023-08-11,https://github.com/jscire/estimateR_paper_code,,,,
219,https://doi.org/10.1186/s12859-023-05428-4,estimateR: an R package to estimate and monitor the effective reproductive number,2023-08-11,https://github.com/covid-19-Re/estimateR,,,,
220,https://doi.org/10.1186/s12859-023-05438-2,ggcoverage: an R package to visualize and annotate genome coverage for various NGS data,2023-08-09,https://github.com/showteeth/ggcoverage,,,,
221,https://doi.org/10.1186/s12859-023-05434-6,Boosting variant-calling performance with multi-platform sequencing data using Clair3-MP,2023-08-03,https://github.com/Illumina/hap.py,,,,
222,https://doi.org/10.1186/s12859-023-05434-6,Boosting variant-calling performance with multi-platform sequencing data using Clair3-MP,2023-08-03,https://github.com/HKU-BAL/Clair3-MP,,,,
223,https://doi.org/10.1186/s12859-023-05251-x,Automatic disease prediction from human gut metagenomic data using boosting GraphSAGE,2023-03-31,https://github.com/SchlossLab,,,,
224,https://doi.org/10.1186/s12859-023-05251-x,Automatic disease prediction from human gut metagenomic data using boosting GraphSAGE,2023-03-31,https://github.com/ChiehLo/MetaNN,,,,
225,https://doi.org/10.1186/s12859-023-05425-7,Molecular complex detection in protein interaction networks through reinforcement learning,2023-08-02,https://github.com/marcottelab/RL_complex_detection,,,,
226,https://doi.org/10.1186/s12859-023-05425-7,Molecular complex detection in protein interaction networks through reinforcement learning,2023-08-02,https://github.com/marcottelab/RL_humap_prediction,,,,
227,https://doi.org/10.1186/s12859-023-05426-6,VariantscanR: an R-package as a clinical tool for variant filtering of known phenotype-associated variants in domestic animals,2023-08-01,https://github.com/FrederiqueBoeykens/variantscanR,,,,
228,https://doi.org/10.1186/s12859-023-05420-y,ROGUE: an R Shiny app for RNA sequencing analysis and biomarker discovery,2023-07-29,https://github.com/afarrel/ROGUE,,,,
229,https://doi.org/10.1186/s12859-023-05420-y,ROGUE: an R Shiny app for RNA sequencing analysis and biomarker discovery,2023-07-29,https://github.com/jkrijthe/Rtsne,,,,
230,https://doi.org/10.1186/s12859-023-05417-7,Evaluating imputation methods for single-cell RNA-seq data,2023-07-28,https://github.com/Joye9285/Imputation-benchmark,,,,
231,https://doi.org/10.1186/s12859-023-05422-w,"OGRE: calculate, visualize, and analyze overlap between genomic input regions and public annotations",2023-07-26,https://github.com/joshuaulrich/microbenchmark,,,,
232,https://doi.org/10.1186/s12859-023-05422-w,"OGRE: calculate, visualize, and analyze overlap between genomic input regions and public annotations",2023-07-26,https://github.com/rstudio/DT,,,,
233,https://doi.org/10.1186/s12859-023-05422-w,"OGRE: calculate, visualize, and analyze overlap between genomic input regions and public annotations",2023-07-26,https://github.com/svenbioinf/OGRE,,,,
234,https://doi.org/10.1186/s12859-023-05423-9,The metabolomics workbench file status website: a metadata repository promoting FAIR principles of metabolomics data,2023-07-24,https://github.com/MoseleyBioinformaticsLab/mwFileStatusWebsite,,,,
235,https://doi.org/10.1186/s12859-023-05423-9,The metabolomics workbench file status website: a metadata repository promoting FAIR principles of metabolomics data,2023-07-24,https://github.com/MoseleyBioinformaticsLab/mwtab,,,,
236,https://doi.org/10.1186/s12859-023-05405-x,Causal discovery approach with reinforcement learning for risk factors of type II diabetes mellitus,2023-07-21,https://github.com/JGcuzme/RL,,,,
237,https://doi.org/10.1186/s12859-023-05410-0,xenoGI 3: using the DTLOR model to reconstruct the evolution of gene families in clades of microbes,2023-07-21,https://github.com/ecbush/xenoGI,,,,
238,https://doi.org/10.1186/s12859-023-05406-w,Starvar: symptom-based tool for automatic ranking of variants using evidence from literature and genomes,2023-07-21,https://github.com/bio-ontology-research-group/STARVar,,,,
239,https://doi.org/10.1186/s12859-023-05413-x,Enhancing drug property prediction with dual-channel transfer learning based on molecular fragment,2023-07-21,https://github.com/deepchem/deepchem,,,,
240,https://doi.org/10.1186/s12859-023-05413-x,Enhancing drug property prediction with dual-channel transfer learning based on molecular fragment,2023-07-21,https://github.com/Ruowu9944/FREL,,,,
241,https://doi.org/10.1186/s12859-023-05397-8,A pipeline for the retrieval and extraction of domain-specific information with application to COVID-19 immune signatures,2023-07-20,https://github.com/mcdougallab/pipeline,,,,
242,https://doi.org/10.1186/s12859-023-05414-w,CamPype: an open-source workflow for automated bacterial whole-genome sequencing analysis focused on Campylobacter,2023-07-20,https://github.com/tseemann/mlst,,,,
243,https://doi.org/10.1186/s12859-023-05414-w,CamPype: an open-source workflow for automated bacterial whole-genome sequencing analysis focused on Campylobacter,2023-07-20,https://github.com/JoseBarbero/CamPype,,,,
244,https://doi.org/10.1186/s12859-023-05414-w,CamPype: an open-source workflow for automated bacterial whole-genome sequencing analysis focused on Campylobacter,2023-07-20,https://github.com/sanger-pathogens/Roary,,,,
245,https://doi.org/10.1186/s12859-023-05414-w,CamPype: an open-source workflow for automated bacterial whole-genome sequencing analysis focused on Campylobacter,2023-07-20,https://github.com/tseemann/abricate,,,,
246,https://doi.org/10.1186/s12859-023-05414-w,CamPype: an open-source workflow for automated bacterial whole-genome sequencing analysis focused on Campylobacter,2023-07-20,https://github.com/tseemann/snippy,,,,
247,https://doi.org/10.1186/s12859-023-05411-z,Leveraging pre-trained language models for mining microbiome-disease relationships,2023-07-19,https://github.com/doccano/doccano,,,,
248,https://doi.org/10.1186/s12859-023-05412-y,ForestSubtype: a cancer subtype identifying approach based on high-dimensional genomic data and a parallel random forest,2023-07-19,https://github.com/lffyd/ForestSubtype,,,,
249,https://doi.org/10.1186/s12859-023-05385-y,MitoHiFi: a python pipeline for mitochondrial genome assembly from PacBio high fidelity reads,2023-07-18,https://github.com/marcelauliano,,,,
250,https://doi.org/10.1186/s12859-023-05407-9,SNPeffect 5.0: large-scale structural phenotyping of protein coding variants extracted from next-generation sequencing data using AlphaFold models,2023-07-18,https://github.com/vibbits/snpeffect,,,,
251,https://doi.org/10.1186/s12859-023-05390-1,IS-Seq: a bioinformatics pipeline for integration sites analysis with comprehensive abundance quantification methods,2023-07-18,https://github.com/aiminy/IS-Seq-python3,,,,
252,https://doi.org/10.1186/s12859-023-05390-1,IS-Seq: a bioinformatics pipeline for integration sites analysis with comprehensive abundance quantification methods,2023-07-18,https://github.com/BushmanLab/intSiteCaller,,,,
253,https://doi.org/10.1186/s12859-023-05395-w,MTG-Link: leveraging barcode information from linked-reads to assemble specific loci,2023-07-14,https://github.com/anne-gcd/MTG-Link,,,,
254,https://doi.org/10.1186/s12859-023-05403-z,VolumePeeler: a novel FIJI plugin for geometric tissue peeling to improve visualization and quantification of 3D image stacks,2023-07-12,https://github.com/busmangit/volume-peeler,,,,
255,https://doi.org/10.1186/s12859-023-05404-y,Improvement of variables interpretability in kernel PCA,2023-07-12,https://github.com/jundongl/scikit-feature,,,,
256,https://doi.org/10.1186/s12859-023-05382-1,GeCoNet-Tool: a software package for gene co-expression network construction and analysis,2023-07-11,https://github.com/KSUNetSE/GeCoNet-Tool,,,,
257,https://doi.org/10.1186/s12859-023-05402-0,Supervised topological data analysis for MALDI mass spectrometry imaging applications,2023-07-10,https://github.com/klailag/SupervisedTDAMethodForMALDI,,,,
258,https://doi.org/10.1186/s12859-023-05387-w,VGAEDTI: drug-target interaction prediction based on variational inference and graph autoencoder,2023-07-06,https://github.com/FengYinFei/VGAEDTI,,,,
259,https://doi.org/10.1186/s12859-023-05376-z,AMEND: active module identification using experimental data and network diffusion,2023-07-06,https://github.com/samboyd0/AMEND,,,,
260,https://doi.org/10.1186/s12859-023-05401-1,MOKPE: drug–target interaction prediction via manifold optimization based kernel preserving embedding,2023-07-05,https://github.com/ocbinatli/mokpe,,,,
261,https://doi.org/10.1186/s12859-023-05373-2,Comparing methods for drug–gene interaction prediction on the biomedical literature knowledge graph: performance versus explainability,2023-06-30,https://github.com/iit-Demokritos/target-id-mapping,,,,
262,https://doi.org/10.1186/s12859-023-05373-2,Comparing methods for drug–gene interaction prediction on the biomedical literature knowledge graph: performance versus explainability,2023-06-30,https://github.com/iit-Demokritos/drug_id_mapping,,,,
263,https://doi.org/10.1186/s12859-023-05373-2,Comparing methods for drug–gene interaction prediction on the biomedical literature knowledge graph: performance versus explainability,2023-06-30,https://github.com/fotais/drug-gene-interactions,,,,
264,https://doi.org/10.1186/s12859-023-05394-x,Neuroimaging feature extraction using a neural network classifier for imaging genetics,2023-06-30,https://github.com/CedricBeaulac/Neuroimaging_genetics,,,,
265,https://doi.org/10.1186/s12859-023-05301-4,topr: an R package for viewing and annotating genetic association results,2023-06-28,https://github.com/totajuliusd/topr,,,,
266,https://doi.org/10.1186/s12859-023-05392-z,Cancer survival prediction by learning comprehensive deep feature representation for multiple types of genetic data,2023-06-28,https://github.com/githyr/ComprehensiveSurvival,,,,
267,https://doi.org/10.1186/s12859-023-05393-y,PATH-SURVEYOR: pathway level survival enquiry for immuno-oncology and drug repurposing,2023-06-28,https://github.com/shawlab-moffitt/PATH-SURVEYOR_Manuscript_Supplementary,,,,
268,https://doi.org/10.1186/s12859-023-05393-y,PATH-SURVEYOR: pathway level survival enquiry for immuno-oncology and drug repurposing,2023-06-28,https://github.com/shawlab-moffitt/PATH-SURVEYOR-Suite,,,,
269,https://doi.org/10.1186/s12859-023-05372-3,Advances in monolingual and crosslingual automatic disability annotation in Spanish,2023-06-26,https://github.com/gildofabregat/DIANN-IBEREVAL-2018,,,,
270,https://doi.org/10.1186/s12859-023-05389-8,Fast and accurate genome-wide predictions and structural modeling of protein–protein interactions using Galaxy,2023-06-23,https://github.com/guerler/springsuite,,,,
271,https://doi.org/10.1186/s12859-023-05378-x,DeepASDPred: a CNN-LSTM-based deep learning method for Autism spectrum disorders risk RNA identification,2023-06-22,https://github.com/Onebear-X/DeepASDPred,,,,
272,https://doi.org/10.1186/s12859-023-05388-9,BeEM: fast and faithful conversion of mmCIF format structure files to PDB format,2023-06-20,https://github.com/PDB-REDO/cif-tools,,,,
273,https://doi.org/10.1186/s12859-023-05388-9,BeEM: fast and faithful conversion of mmCIF format structure files to PDB format,2023-06-20,https://github.com/kad-ecoli/BeEM,,,,
274,https://doi.org/10.1186/s12859-023-05346-5,A MATLAB-based app to improve LC–MS/MS data analysis for N-linked glycan peak identification,2023-06-17,https://github.com/ZaylaSchaeffer/GlyKAn-AZ-application,,,,
275,https://doi.org/10.1186/s12859-023-05349-2,The Poisson distribution model fits UMI-based single-cell RNA-sequencing data,2023-06-17,https://github.com/siyao-liu/MultiK,,,,
276,https://doi.org/10.1186/s12859-023-05230-2,WormTensor: a clustering method for time-series whole-brain activity data from C. elegans,2023-06-16,https://github.com/rikenbit/WormTimeSeries,,,,
277,https://doi.org/10.1186/s12859-023-05355-4,eSPRESSO: topological clustering of single-cell transcriptomics data to reveal informative genes for spatio–temporal architectures of cells,2023-06-15,https://github.com/tmorikuicr/espresso,,,,
278,https://doi.org/10.1186/s12859-023-05367-0,RegCloser: a robust regression approach to closing genome gaps,2023-06-13,https://github.com/csh3/RegCloser,,,,
279,https://doi.org/10.1186/s12859-023-05380-3,SBMLKinetics: a tool for annotation-independent classification of reaction kinetics for SBML models,2023-06-13,https://github.com/SunnyXu/SBMLKinetics,,,,
280,https://doi.org/10.1186/s12859-023-05366-1,CastNet: a systems-level sequence evolution simulator,2023-06-12,https://github.com/carlosj-rr/CastNet,,,,
281,https://doi.org/10.1186/s12859-023-05329-6,"kboolnet: a toolkit for the verification, validation, and visualization of reaction-contingency (rxncon) models",2023-06-12,https://github.com/Kufalab-UCSD/kboolnet,,,,
282,https://doi.org/10.1186/s12859-023-05369-y,Deep learning-based classification model for GPR151 activator activity prediction,2023-06-09,https://github.com/samoturk/mol2vec,,,,
283,https://doi.org/10.1186/s12859-023-05369-y,Deep learning-based classification model for GPR151 activator activity prediction,2023-06-09,https://github.com/xuhuangchao/gpr151_activity_prediction,,,,
284,https://doi.org/10.1186/s12859-023-05370-5,3DVizSNP: a tool for rapidly visualizing missense mutations identified in high throughput experiments in iCn3D,2023-06-09,https://github.com/CBIIT-CGBB/3DVizSNP,,,,
285,https://doi.org/10.1186/s12859-023-05363-4,Detecting patterns of accessory genome coevolution in Staphylococcus aureus using data from thousands of genomes,2023-06-09,https://github.com/rohansmehta/DeCoTUR_manuscript_code,,,,
286,https://doi.org/10.1186/s12859-023-05363-4,Detecting patterns of accessory genome coevolution in Staphylococcus aureus using data from thousands of genomes,2023-06-09,https://github.com/weissmanlab/decotur,,,,
287,https://doi.org/10.1186/s12859-023-05375-0,TEMPROT: protein function annotation using transformers embeddings and homology search,2023-06-08,https://github.com/gabrielbianchin/TEMPROT,,,,
288,https://doi.org/10.1186/s12859-023-05340-x,Rescuing biologically relevant consensus regions across replicated samples,2023-06-07,https://github.com/nboley/idr,,,,
289,https://doi.org/10.1186/s12859-023-05340-x,Rescuing biologically relevant consensus regions across replicated samples,2023-06-07,https://github.com/Genometric/MSPC,,,,
290,https://doi.org/10.1186/s12859-023-05360-7,Tidyproteomics: an open-source R package and data object for quantitative proteomics post analysis and visualization,2023-06-06,https://github.com/jeffsocal/tidyproteomics,,,,
291,https://doi.org/10.1186/s12859-023-05360-7,Tidyproteomics: an open-source R package and data object for quantitative proteomics post analysis and visualization,2023-06-06,https://github.com/ejmackrell/tidyproteomics-interactive,,,,
292,https://doi.org/10.1186/s12859-023-05320-1,RegiSTORM: channel registration for multi-color stochastic optical reconstruction microscopy,2023-06-05,https://github.com/oystein676/RegiSTORM,,,,
293,https://doi.org/10.1186/s12859-023-05345-6,Biotite: new tools for a versatile Python bioinformatics library,2023-06-05,https://github.com/biotite-dev/,,,,
294,https://doi.org/10.1186/s12859-023-05368-z,Association filtering and generative adversarial networks for predicting lncRNA-associated disease,2023-06-05,https://github.com/ZhonghuaYNNU/LDAF_GAN,,,,
295,https://doi.org/10.1186/s12859-023-05364-3,LAPIS is a fast web API for massive open virus sequencing data,2023-06-05,https://github.com/GenSpectrum/LAPIS,,,,
296,https://doi.org/10.1186/s12859-023-05374-1,Beyond the state of the art of reverse vaccinology: predicting vaccine efficacy with the universal immune system simulator for influenza,2023-06-05,https://github.com/COMBINE-Group/Beyond-the-state-of-the-art-of-reverse-vaccinology-predicting-vaccine-efficacy-with-UISS-FLU,,,,
297,https://doi.org/10.1186/s12859-023-05284-2,Nfinder: automatic inference of cell neighborhood in 2D and 3D using nuclear markers,2023-06-03,https://github.com/santi-rodriguez/nfinder,,,,
298,https://doi.org/10.1186/s12859-023-05269-1,A mixed-effects stochastic model reveals clonal dominance in gene therapy safety studies,2023-06-02,https://github.com/delcore-luca/ClonalDominance,,,,
299,https://doi.org/10.1186/s12859-023-05350-9,An analysis of entity normalization evaluation biases in specialized domains,2023-06-02,https://github.com/ArnaudFerre/data-norm,,,,
300,https://doi.org/10.1186/s12859-023-05350-9,An analysis of entity normalization evaluation biases in specialized domains,2023-06-02,https://github.com/ArnaudFerre/C-Norm_PostLab,,,,
301,https://doi.org/10.1186/s12859-023-05350-9,An analysis of entity normalization evaluation biases in specialized domains,2023-06-02,https://github.com/ncbi-nlp/Ab3P,,,,
302,https://doi.org/10.1186/s12859-023-05350-9,An analysis of entity normalization evaluation biases in specialized domains,2023-06-02,https://github.com/dmis-lab/BioSyn,,,,
303,https://doi.org/10.1186/s12859-023-05351-8,Comut-viz: efficiently creating and browsing comutation plots online,2023-06-01,https://github.com/frlender/comut-viz,,,,
304,https://doi.org/10.1186/s12859-023-05292-2,Accelerating genomic workflows using NVIDIA Parabricks,2023-05-31,https://github.com/kyleoconnell/gpu-acclerated-genomics,,,,
305,https://doi.org/10.1186/s12859-023-05352-7,CircSSNN: circRNA-binding site prediction via sequence self-attention neural networks with pre-normalization,2023-05-30,https://github.com/cc646201081/CircSSNN,,,,
306,https://doi.org/10.1186/s12859-023-05333-w,CRISPR-GRANT: a cross-platform graphical analysis tool for high-throughput CRISPR-based genome editing evaluation,2023-05-30,https://github.com/Vindaar/ggplotnim,,,,
307,https://doi.org/10.1186/s12859-023-05333-w,CRISPR-GRANT: a cross-platform graphical analysis tool for high-throughput CRISPR-based genome editing evaluation,2023-05-30,https://github.com/fuhuancheng/CRISPR-GRANT,,,,
308,https://doi.org/10.1186/s12859-023-05356-3,Genofunc: genome annotation and identification of genome features for automated pipelining analysis of virus whole genome sequences,2023-05-30,https://github.com/xiaoyu518/genofunc,,,,
